LAST SEEN   TYPE      REASON                  OBJECT                                                              MESSAGE
18m         Normal    Pulled                  pod/dx-deployment-persistence-node-0                                Container image "image-registry.openshift-image-registry.svc:5000/openshift/dx-prereqs-checker:v1.0.0_20251024-1353" already present on machine
18m         Normal    Started                 pod/dx-deployment-persistence-node-0                                Started container persistence-repmgr-log
18m         Normal    Created                 pod/dx-deployment-persistence-node-0                                Created container: persistence-repmgr-log
18m         Normal    Pulled                  pod/dx-deployment-persistence-node-0                                Container image "image-registry.openshift-image-registry.svc:5000/openshift/dx-logging-sidecar:v1.0.0_20251024-1349" already present on machine
18m         Normal    Started                 pod/dx-deployment-persistence-node-0                                Started container persistence-metrics-exporter
18m         Normal    Created                 pod/dx-deployment-persistence-node-0                                Created container: persistence-metrics-exporter
18m         Normal    Pulled                  pod/dx-deployment-persistence-node-0                                Container image "image-registry.openshift-image-registry.svc:5000/openshift/dx-persistence-metrics-exporter:v1.39.0_20251024-1357" already present on machine
18m         Normal    Created                 pod/dx-deployment-web-engine-0                                      Created container: trace-log
18m         Normal    Pulled                  pod/dx-deployment-web-engine-0                                      Container image "image-registry.openshift-image-registry.svc:5000/openshift/dx-logging-sidecar:v1.0.0_20251024-1349" already present on machine
18m         Normal    Started                 pod/dx-deployment-web-engine-0                                      Started container system-out-log
18m         Normal    AddedInterface          pod/dx-deployment-persistence-node-0                                Add eth0 [10.131.1.75/23] from ovn-kubernetes
18m         Normal    Created                 pod/dx-deployment-web-engine-0                                      Created container: system-out-log
18m         Normal    AddedInterface          pod/dx-deployment-web-engine-0                                      Add eth0 [10.129.2.162/23] from ovn-kubernetes
18m         Normal    Pulled                  pod/dx-deployment-web-engine-0                                      Container image "image-registry.openshift-image-registry.svc:5000/openshift/dx-webengine:CF231_20251025-2351" already present on machine
18m         Normal    Started                 pod/dx-deployment-digital-asset-management-0                        Started container prereqs-checker
18m         Normal    Started                 pod/dx-deployment-web-engine-0                                      Started container web-engine
18m         Normal    Pulled                  pod/dx-deployment-web-engine-0                                      Container image "image-registry.openshift-image-registry.svc:5000/openshift/dx-logging-sidecar:v1.0.0_20251024-1349" already present on machine
18m         Normal    Created                 pod/dx-deployment-web-engine-0                                      Created container: web-engine
18m         Warning   Unhealthy               pod/dx-deployment-persistence-connection-pool-7c47cc988f-nkfr2      Liveness probe failed: NEW_DB_MANAGEMENT not enabled - pgPool will not be managed via the runtime controller
[38;5;6mpgpool [38;5;5m19:12:38.04 [0m[38;5;2mINFO [0m ==> Checking pgpool health...
psql: error: connection to server on socket "/tmp/.s.PGSQL.5432" failed: FATAL:  failed to create a backend connection
DETAIL:  executing failover on backend
18m         Warning   Unhealthy               pod/dx-deployment-runtime-controller-7b474b9bbf-dvkkm               Readiness probe failed: Get "http://10.129.2.159:3000/q/health/ready": dial tcp 10.129.2.159:3000: connect: connection refused
18m         Warning   Unhealthy               pod/dx-deployment-persistence-connection-pool-7c47cc988f-nkfr2      Readiness probe failed: NEW_DB_MANAGEMENT not enabled - pgPool will not be managed via the runtime controller
[38;5;6mpgpool [38;5;5m19:12:41.40 [0m[38;5;2mINFO [0m ==> Checking pgpool health...
psql: error: connection to server on socket "/tmp/.s.PGSQL.5432" failed: ERROR:  pgpool is not accepting any new connections
DETAIL:  all backend nodes are down, pgpool requires at least one valid node
HINT:  repair the backend nodes and restart pgpool
18m         Warning   Unhealthy               pod/dx-deployment-persistence-node-0                                Readiness probe failed: Postgres Server is not ready
psql: error: connection to server on socket "/run/postgresql/.s.PGSQL.5432" failed: No such file or directory
            Is the server running locally and accepting connections on that socket?
17m         Normal    Pulled                  pod/dx-deployment-persistence-node-0                                Container image "image-registry.openshift-image-registry.svc:5000/openshift/dx-persistence-node:v1.31_20251024-1354" already present on machine
17m         Normal    Created                 pod/dx-deployment-persistence-node-0                                Created container: persistence-node
17m         Normal    Started                 pod/dx-deployment-persistence-node-0                                Started container persistence-node
17m         Warning   Unhealthy               pod/dx-deployment-ring-api-69d69497d5-zg9mj                         Liveness probe failed: Get "http://10.128.3.201:3000/probe/live": dial tcp 10.128.3.201:3000: connect: connection refused
17m         Warning   Unhealthy               pod/dx-deployment-persistence-connection-pool-7c47cc988f-nkfr2      Liveness probe failed: NEW_DB_MANAGEMENT not enabled - pgPool will not be managed via the runtime controller
[38;5;6mpgpool [38;5;5m19:13:08.05 [0m[38;5;2mINFO [0m ==> Checking pgpool health...
psql: error: connection to server on socket "/tmp/.s.PGSQL.5432" failed: ERROR:  pgpool is not accepting any new connections
DETAIL:  all backend nodes are down, pgpool requires at least one valid node
HINT:  repair the backend nodes and restart pgpool
17m         Warning   Unhealthy               pod/dx-deployment-ring-api-69d69497d5-zg9mj                         Readiness probe failed: Get "http://10.128.3.201:3000/probe/ready": dial tcp 10.128.3.201:3000: connect: connection refused
17m         Warning   Unhealthy               pod/dx-deployment-persistence-connection-pool-7c47cc988f-nkfr2      Readiness probe failed: NEW_DB_MANAGEMENT not enabled - pgPool will not be managed via the runtime controller
[38;5;6mpgpool [38;5;5m19:13:11.38 [0m[38;5;2mINFO [0m ==> Checking pgpool health...
psql: error: connection to server on socket "/tmp/.s.PGSQL.5432" failed: ERROR:  pgpool is not accepting any new connections
DETAIL:  all backend nodes are down, pgpool requires at least one valid node
HINT:  repair the backend nodes and restart pgpool
17m         Warning   Unhealthy               pod/dx-deployment-persistence-connection-pool-7c47cc988f-nkfr2      Readiness probe failed: NEW_DB_MANAGEMENT not enabled - pgPool will not be managed via the runtime controller
[38;5;6mpgpool [38;5;5m19:13:15.97 [0m[38;5;2mINFO [0m ==> Checking pgpool health...
psql: error: connection to server on socket "/tmp/.s.PGSQL.5432" failed: ERROR:  pgpool is not accepting any new connections
DETAIL:  all backend nodes are down, pgpool requires at least one valid node
HINT:  repair the backend nodes and restart pgpool
17m         Warning   Unhealthy               pod/dx-deployment-persistence-connection-pool-7c47cc988f-nkfr2      Liveness probe failed: NEW_DB_MANAGEMENT not enabled - pgPool will not be managed via the runtime controller
[38;5;6mpgpool [38;5;5m19:13:38.03 [0m[38;5;2mINFO [0m ==> Checking pgpool health...
psql: error: connection to server on socket "/tmp/.s.PGSQL.5432" failed: ERROR:  pgpool is not accepting any new connections
DETAIL:  all backend nodes are down, pgpool requires at least one valid node
HINT:  repair the backend nodes and restart pgpool
17m         Warning   Unhealthy               pod/dx-deployment-persistence-connection-pool-7c47cc988f-nkfr2      Readiness probe failed: NEW_DB_MANAGEMENT not enabled - pgPool will not be managed via the runtime controller
[38;5;6mpgpool [38;5;5m19:13:45.97 [0m[38;5;2mINFO [0m ==> Checking pgpool health...
psql: error: connection to server on socket "/tmp/.s.PGSQL.5432" failed: ERROR:  pgpool is not accepting any new connections
DETAIL:  all backend nodes are down, pgpool requires at least one valid node
HINT:  repair the backend nodes and restart pgpool
16m         Warning   Unhealthy               pod/dx-deployment-web-engine-0                                      Readiness probe failed:
16m         Warning   Unhealthy               pod/dx-deployment-persistence-connection-pool-7c47cc988f-nkfr2      Liveness probe failed: NEW_DB_MANAGEMENT not enabled - pgPool will not be managed via the runtime controller
[38;5;6mpgpool [38;5;5m19:14:08.03 [0m[38;5;2mINFO [0m ==> Checking pgpool health...
psql: error: connection to server on socket "/tmp/.s.PGSQL.5432" failed: ERROR:  pgpool is not accepting any new connections
DETAIL:  all backend nodes are down, pgpool requires at least one valid node
HINT:  repair the backend nodes and restart pgpool
16m         Normal    Created                 pod/dx-deployment-persistence-connection-pool-7c47cc988f-nkfr2      Created container: persistence-connection-pool
16m         Normal    Pulled                  pod/dx-deployment-persistence-connection-pool-7c47cc988f-nkfr2      Container image "image-registry.openshift-image-registry.svc:5000/openshift/dx-persistence-connection-pool:v1.41.0_20251024-1356" already present on machine
16m         Warning   Unhealthy               pod/dx-deployment-persistence-connection-pool-7c47cc988f-nkfr2      Readiness probe errored and resulted in unknown state: rpc error: code = Unknown desc = command error: cannot register an exec PID: container is stopping, stdout: , stderr: , exit code -1
16m         Normal    Killing                 pod/dx-deployment-persistence-connection-pool-7c47cc988f-nkfr2      Container persistence-connection-pool failed liveness probe, will be restarted
16m         Warning   Unhealthy               pod/dx-deployment-web-engine-0                                      Liveness probe failed:
16m         Normal    Started                 pod/dx-deployment-persistence-connection-pool-7c47cc988f-nkfr2      Started container persistence-connection-pool
15m         Warning   BackOff                 pod/dx-deployment-digital-asset-management-0                        Back-off restarting failed container digital-asset-management in pod dx-deployment-digital-asset-management-0_digital-experience(19f6d77c-349b-4e05-b214-933033fe5b4b)
15m         Normal    Pulled                  pod/dx-deployment-digital-asset-management-0                        Container image "image-registry.openshift-image-registry.svc:5000/openshift/dx-digital-asset-manager:v1.43.0_20251024-1357" already present on machine
15m         Normal    Started                 pod/dx-deployment-digital-asset-management-0                        Started container digital-asset-management
15m         Normal    Created                 pod/dx-deployment-digital-asset-management-0                        Created container: digital-asset-management
2m56s       Normal    Killing                 pod/dx-deployment-web-engine-0                                      Stopping container web-engine
2m56s       Normal    Killing                 pod/dx-deployment-web-engine-0                                      Stopping container trace-log
2m56s       Normal    Killing                 pod/dx-deployment-web-engine-0                                      Stopping container system-out-log
2m56s       Normal    SuccessfulDelete        statefulset/dx-deployment-web-engine                                delete Pod dx-deployment-web-engine-0 in StatefulSet dx-deployment-web-engine successful
2m50s       Warning   Unhealthy               pod/dx-deployment-web-engine-0                                      Readiness probe errored and resulted in unknown state: rpc error: code = Unknown desc = command error: cannot register an exec PID: container is stopping, stdout: , stderr: , exit code -1
2m47s       Normal    Scheduled               pod/dx-deployment-web-engine-0                                      Successfully assigned digital-experience/dx-deployment-web-engine-0 to worker-1
2m47s       Normal    SuccessfulCreate        statefulset/dx-deployment-web-engine                                create Pod dx-deployment-web-engine-0 in StatefulSet dx-deployment-web-engine successful
2m46s       Normal    Pulled                  pod/dx-deployment-web-engine-0                                      Container image "image-registry.openshift-image-registry.svc:5000/openshift/dx-logging-sidecar:v1.0.0_20251024-1349" already present on machine
2m46s       Normal    Created                 pod/dx-deployment-web-engine-0                                      Created container: system-out-log
2m46s       Normal    Pulled                  pod/dx-deployment-web-engine-0                                      Container image "image-registry.openshift-image-registry.svc:5000/openshift/dx-logging-sidecar:v1.0.0_20251024-1349" already present on machine
2m46s       Normal    Started                 pod/dx-deployment-web-engine-0                                      Started container web-engine
2m46s       Normal    Created                 pod/dx-deployment-web-engine-0                                      Created container: web-engine
2m46s       Normal    AddedInterface          pod/dx-deployment-web-engine-0                                      Add eth0 [10.129.2.163/23] from ovn-kubernetes
2m46s       Normal    Started                 pod/dx-deployment-web-engine-0                                      Started container system-out-log
2m46s       Normal    Pulled                  pod/dx-deployment-web-engine-0                                      Container image "image-registry.openshift-image-registry.svc:5000/openshift/dx-webengine:CF231_20251025-2351" already present on machine
2m46s       Normal    Created                 pod/dx-deployment-web-engine-0                                      Created container: trace-log
2m46s       Normal    Started                 pod/dx-deployment-web-engine-0                                      Started container trace-log
106s        Warning   Unhealthy               pod/dx-deployment-web-engine-0                                      Startup probe failed:
99s         Warning   Unhealthy               pod/dx-deployment-ring-api-69d69497d5-zg9mj                         Readiness probe failed: HTTP probe failed with statuscode: 500
75s         Warning   Unhealthy               pod/dx-deployment-content-composer-79d7fd546f-vljjr                 Readiness probe failed: HTTP probe failed with statuscode: 500
